-1.3655,0.14784,0.31235,0.49976,-0.024461,0.0014488,-0.00085647,1.6758,-9.589,-0.0035105,-0.0097863,1.467
-1.246,0.72533,-0.12746,-0.36198,0.019339,-0.007791,0.010897,1.4138,-9.1456,0.035744,0.022589,0.96528
-0.52203,-0.55914,-0.57987,-0.1354,0.023188,-0.0036268,0.011695,2.4613,-9.1434,0.042299,0.012685,2.631
0.27364,0.93269,0.40731,1.4028,0.003336,-0.0059367,0.013253,2.037,-10.252,0.014923,-0.00033922,2.4442
0.46572,0.71259,-0.64642,0.29064,0.014502,-0.0037054,0.0034279,2.6323,-9.207,0.021215,0.0053682,-1.7914
0.67145,1.5418,-1.7213,0.70461,-0.030505,-0.00065957,0.0074554,2.4902,-9.5304,-0.012836,-0.027615,2.1949
-1.6074,-0.27013,-0.7384,-0.44631,0.062023,-0.0063542,0.00089826,3.5233,-9.304,0.061908,0.036859,7.3141
-1.2172,-0.62598,-0.71322,-0.36264,0.013394,-0.0018812,0.0074169,1.2924,-8.6914,0.017495,0.0094622,4.6213
-1.7222,0.12703,-0.32356,0.7716,0.0065182,-0.0040908,-0.010967,2.615,-9.0182,0.017221,0.0027065,4.2657
-1.6034,1.0806,-0.42797,0.25338,0.036643,-0.0018611,0.033674,3.6731,-8.8123,0.041916,0.014179,4.3973
-2.223,0.9634,-2.1175,0.15988,0.036375,0.0033951,0.01174,3.9143,-10.199,0.043775,0.012588,3.6754
0.54959,0.95313,-0.53032,1.5825,-0.0056714,0.0035161,0.021299,2.2532,-10.061,0.00022452,-0.012213,1.4079
1.2527,0.19025,-1.0706,1.0967,-0.027098,-0.0067893,0.010825,1.6191,-10.008,-0.010038,-0.023469,0.20309
0.21488,0.10252,-1.4879,0.29384,0.027645,-0.005255,0.021322,3.0734,-10.019,0.036367,0.010117,0.46814
-1.8709,-0.26988,-1.5115,-0.27236,0.025259,-0.00052922,0.018447,3.5788,-9.3087,0.029284,0.011078,5.1827
0.62171,-0.94713,-2.1424,0.86986,0.01097,-0.0072221,0.00046593,2.0442,-9.9002,0.019535,0.0093607,1.8811
-2.4334,-0.30011,0.10007,0.22899,-0.043425,-0.0014678,0.0069574,1.2483,-9.8676,-0.023507,-0.022556,3.6179
-0.47397,0.3505,-1.3109,-0.17952,0.026399,-0.0015762,0.0082464,3.6276,-9.1306,0.028496,0.0064676,9.2171
-1.254,0.20246,2.6033,0.91239,-0.026331,-0.0040615,-0.0091344,1.278,-9.2057,-0.015866,-0.013147,-0.95498
-1.724,0.99512,-1.1459,-0.36747,-0.0033949,-0.0013626,0.035427,1.7502,-9.8673,0.003421,-4.8033e-05,-0.95997
-1.2034,-0.20803,0.0010205,-0.12473,0.012646,-0.00014391,0.0094255,2.8621,-10.29,0.015442,0.00079837,5.2351
-0.19315,-0.67558,-0.97445,-0.024102,0.0046541,-0.0003513,-0.00065003,2.4139,-9.4964,0.0090326,0.0033054,3.9297
0.020042,1.4244,-1.7563,-1.1746,0.016288,0.0015834,0.0045008,3.4804,-9.3368,0.017109,-0.0046006,-3.5194
-0.030532,0.31822,-0.8965,0.54944,0.020855,-0.00063272,0.00066637,2.8734,-9.4703,0.025697,0.0031423,1.4342
-0.58471,-0.48353,1.4465,-0.24854,-0.020011,-0.00043918,-0.007044,1.2458,-9.163,-0.019649,-0.013297,1.2527
0.033092,-0.94143,-1.1026,-0.26094,-0.024508,-0.00050483,0.028866,0.24401,-9.4735,-0.021138,-0.010616,2.3566
-1.1454,0.52812,0.39484,-0.32125,0.0056461,-0.0024827,0.031838,2.6129,-10.411,0.0067284,0.0019245,1.5715
-1.295,0.32574,-0.35258,-0.5131,-0.0064823,0.0025876,0.027361,2.2935,-9.2342,-0.0082806,-0.014102,3.9158
-0.10084,-0.8072,-0.75008,0.42157,-0.026118,-0.002277,0.0093877,3.5083,-9.6523,-0.01798,-0.037181,3.9528
-1.8577,-0.63023,2.18,-0.43767,0.0064124,-0.001038,0.0072261,2.1184,-8.7398,0.01529,0.0044159,6.0196
-0.89245,0.35568,0.7698,0.086843,-0.010061,0.0042849,0.010206,1.7028,-10.101,0.00043699,-0.0027773,4.583
1.3771,-1.8183,-0.42696,0.52738,-0.015745,-0.0060605,-0.019248,2.1844,-9.5216,0.0035304,-0.012899,0.63193
2.2114,2.7022,1.8246,0.71868,0.040231,-0.0051619,-0.0095921,2.9558,-9.2768,0.043011,0.014366,-0.72929
0.0043726,1.7515,0.56691,-1.241,0.052273,-0.0052321,0.013053,3.5456,-9.385,0.06124,0.024542,2.0865
-1.3443,0.93988,0.07469,1.379,0.011574,0.00077169,0.0052753,3.4546,-10.451,0.023101,-0.010176,1.094
-0.61268,-0.88211,-0.30085,-0.63546,-0.019513,-0.0062456,-0.0050847,1.0925,-10.142,-0.006297,-0.0082251,2.0893
-1.8797,0.9392,-1.6703,-0.31829,0.013134,-0.00046102,0.0080851,3.8186,-9.0373,0.011278,-0.00079712,3.0681
-0.74523,0.74419,0.091381,-0.73737,-0.020114,-0.002125,0.023355,0.87135,-10.669,-0.009169,-0.010304,0.82437
0.0011625,-3.427e-05,-0.13944,-0.28429,0.022255,-0.0029647,0.01208,2.8463,-10.608,0.034713,0.010839,0.66775
0.059486,-0.58509,-2.0029,0.44747,0.0071351,0.0011413,0.022543,1.5622,-9.2444,0.025044,0.0083653,-0.072348
0.52004,0.62163,-0.18123,0.59564,0.053234,-0.0022295,0.0098152,5.3616,-9.512,0.054436,0.010651,3.8035
-0.34666,3.6537,-2.1129,-1.0677,0.050218,0.0047417,0.064963,3.6268,-10.104,0.056199,0.015712,-1.4976
1.5163,0.64166,-0.29509,0.10736,-0.013071,-0.0070182,0.0015,1.5821,-9.2237,0.0089117,-0.01108,-3.8523
-2.4516,-0.15034,0.13848,-0.89099,-0.052397,-0.004338,0.018662,0.77934,-10.037,-0.045578,-0.031426,3.8386
-1.3098,0.085466,-0.21288,-0.35456,-0.0060494,-0.0047814,-0.01162,1.6271,-9.3162,-0.0041382,-0.0025773,1.9554
0.47562,0.91054,-0.48272,0.47083,0.021247,-0.00035416,-0.0039143,3.2037,-9.9343,0.024556,0.0038985,3.1199
-1.1023,0.674,2.5115,0.090486,0.028573,-0.0059182,0.0061991,3.2219,-10.259,0.029706,0.0080272,1.602
0.71557,-0.4522,0.90278,-0.00074365,0.0055456,-0.00036788,-0.0028571,2.8878,-10.032,0.013456,-0.0035876,1.2706
-3.2223,-1.1398,0.022947,0.10984,-0.0097346,-0.0027402,0.016933,1.6353,-9.9195,-0.0030013,-0.0011821,3.7537
-1.9475,-0.40284,-0.093851,-0.71112,-0.012167,-0.0033398,0.016586,1.1506,-9.6736,-0.0082172,-0.0074426,3.3744
-0.38311,0.32682,0.32916,0.0088398,-0.018949,-0.0018863,0.010992,1.491,-9.3768,-0.00056426,-0.012248,0.37911
-0.7257,0.34204,-0.39292,0.34718,0.037891,-0.0039181,0.010061,3.1975,-9.4789,0.056585,0.018997,-0.92612
-2.6061,0.92588,-1.2083,-0.11872,-0.012613,0.0041247,0.011071,1.418,-9.5889,-0.0069055,-0.012005,3.2471
-1.5983,-0.32768,0.21107,-0.27264,0.0018393,1.0782e-05,0.035635,2.4123,-9.275,0.006186,-0.0035703,3.8846
-1.9523,-0.49599,-0.70464,0.28501,0.054204,0.00093937,0.0093596,4.6632,-9.9004,0.063924,0.017262,4.8132
-0.30263,-0.67366,-0.47624,-0.23087,-0.033983,-0.011758,0.0063775,0.65621,-9.7121,-0.020305,-0.015935,1.916
-0.79768,-0.049514,-0.73668,-0.26006,0.0060728,-0.00046284,0.0021193,2.3263,-9.38,0.012496,0.00041136,1.9221
0.16088,-1.7731,-1.2144,-1.2234,0.016919,-0.00095081,0.011645,1.1467,-9.5134,0.024933,0.02395,-0.89427
0.73888,1.2054,-1.1074,-0.47882,0.01741,0.0025832,-0.016163,3.0641,-9.5174,0.024069,0.00052889,1.8562
0.16762,0.98433,-0.80592,0.13944,0.041304,-0.00067035,0.019329,3.6145,-9.1538,0.044192,0.013071,1.1317
-1.5716,-0.12915,1.1919,-0.17814,-0.014423,-0.00055439,0.007113,1.0501,-9.6263,-0.0065211,-0.006968,3.795
-0.01151,-0.97693,-2.6586,-1.5802,0.050887,-0.0047469,-0.0029604,3.8421,-10.184,0.067026,0.019898,-0.61383
0.21341,1.0186,-0.058167,-0.5402,0.054763,-0.0056904,0.0027268,3.4888,-9.7075,0.075528,0.025489,-2.1251
-0.67846,0.59271,0.016794,-1.0712,-0.0023603,0.0018811,0.014142,2.0835,-10.121,0.013481,-0.011294,2.7294
0.02713,0.60374,-0.63684,-0.45931,-0.00076778,-0.0025393,0.014756,2.6965,-9.7727,0.001215,-0.010794,0.86377
0.027528,-0.98857,-1.5916,-0.35346,0.043793,-0.0071005,-0.0071684,3.5319,-9.437,0.063967,0.023184,0.78878
-3.6027,-0.79117,-0.4302,-0.14488,0.11747,-0.0020223,0.00094778,6.1984,-9.0394,0.1259,0.059297,5.411
-0.85608,1.6855,1.1078,-0.41527,-0.012023,-0.00089083,0.01749,2.4913,-9.453,0.0053086,-0.014387,0.85423
0.26765,0.28583,-0.87872,0.11729,0.018914,0.00043975,0.010316,2.661,-9.8798,0.027207,0.01156,2.7976
0.17673,0.086701,0.60649,-0.067334,-0.022448,-0.0053412,-0.005467,1.3672,-8.8581,-0.014409,-0.0168,0.32812
-0.93811,0.73295,-0.45735,0.31335,0.0034836,0.0013457,0.014428,1.5813,-8.5584,0.0058408,-0.0054294,0.43473
-1.2633,-0.44808,5.4205,1.8318,-0.012732,0.00062044,0.0087858,1.951,-9.7127,-0.0079962,-0.015678,3.1513
-1.4298,1.262,-0.66417,-0.1905,0.044223,-0.0035936,0.012696,3.8995,-9.5426,0.067218,0.010571,-0.90429
-0.57651,1.063,-1.0364,0.038268,0.012705,-0.0026823,0.0058186,2.5551,-10.94,0.026783,0.0056731,2.6557
-0.59363,-0.81704,-0.12746,0.78954,-0.025666,-0.0045941,0.00098367,0.13154,-9.3182,-0.0087988,-0.0036343,1.047
-3.5406,-0.00083936,-0.78022,-1.8216,-0.0067193,-0.0064058,-0.0053221,2.0022,-9.5128,-0.0001859,-0.003061,9.5495
-1.2616,0.99809,0.1221,-0.11459,0.030404,-0.003252,0.01952,2.1784,-9.927,0.047239,0.019058,1.0036
-1.1716,-0.83643,-3.117,-0.25482,-0.0044742,-0.0049746,0.024465,1.0319,-9.2917,0.0067102,0.0035495,0.26006
-4.6616,-2.2402,4.5412,1.0146,0.0258,-0.0054755,-0.00012063,3.3923,-9.3584,0.036336,0.012292,2.9574
0.40765,0.54978,0.23088,0.64221,0.026071,-0.0011505,0.0094298,2.5501,-9.8453,0.031354,0.010646,-0.57921
-0.19962,-0.030302,0.063992,-1.0234,-0.020287,-0.0021122,-0.026609,2.1815,-10.268,-0.016796,-0.018656,4.3075
0.39754,-0.033972,-0.19689,-0.16689,0.015585,-0.0029861,0.0049613,2.5915,-9.5304,0.02838,0.0090937,2.0791
0.30331,-0.4062,-2.0684,0.72289,0.024322,0.0032275,0.045103,2.2169,-10.348,0.03384,0.016549,0.5331
-0.27805,-0.34672,-0.45566,-1.2862,0.021057,-0.0043383,0.0074377,2.1797,-9.9488,0.023874,0.016494,2.327
-0.3871,1.0955,1.2693,-0.22413,-0.012843,-0.00063347,0.00072703,1.7971,-8.9251,-0.0057993,-0.015638,3.2906
0.32595,0.89298,-0.054339,0.36537,-0.067517,-0.0087289,0.011219,-0.22525,-9.9834,-0.052668,-0.034728,2.1651
-2.2013,-0.34431,-0.55748,-0.61185,-0.042655,-0.0074234,-0.0042235,0.97702,-11.226,-0.0077442,-0.02538,1.8744
-0.37331,0.72722,-1.6301,-0.79452,0.02672,-0.0028944,0.0087754,2.9147,-9.5927,0.032268,0.011824,3.2176
-0.30925,0.64087,-0.19332,-1.1184,0.020655,-0.0064488,0.0093709,2.3506,-9.202,0.034769,0.011039,-0.51191
0.18197,0.32839,0.09239,-0.1923,0.012134,-0.0075424,0.0035643,1.9981,-9.171,0.035592,0.015826,-0.89159
-0.60535,-5.6336,-0.63254,-2.278,-0.014415,-0.0073615,-0.015661,0.40028,-8.5527,0.02113,0.025628,-0.022156
1.2723,0.45251,0.19776,-0.83165,-0.027942,-0.0016682,-0.0095684,1.3879,-9.8853,-0.010756,-0.026432,3.2639
0.34297,-0.45343,0.082203,-0.77157,0.021144,0.0015642,0.0044721,2.7057,-9.2576,0.030984,0.0016857,2.1174
-1.1617,0.76899,0.79226,0.033774,-0.012668,-0.0017545,0.011748,1.8364,-9.2711,-0.0039665,-0.014682,6.0071
0.098572,-0.12805,0.22237,0.15181,-0.020362,-0.0064952,0.00081225,1.2137,-9.1618,-0.0027374,-0.0084722,0.94627
-0.094793,2.3719,-0.32969,1.608,-6.6849e-05,0.00054455,0.011195,2.5695,-9.2358,0.0089959,-0.0082888,2.3772
-1.187,-0.15613,0.30567,-0.12247,-0.0099256,0.0008643,-0.010556,0.19389,-9.3367,-0.0024287,0.00397,4.3219
1.2688,0.77672,-1.7822,-0.624,0.0015825,-0.0052647,0.0086326,2.4225,-10.534,0.023036,-0.00032284,-1.8872
1.1995,-0.63874,-0.42775,-0.20458,0.00037409,-0.0028274,0.027795,0.91556,-9.4057,-0.00030714,0.0036269,-0.67319
-1.0905,1.2305,-0.8233,-0.61407,-0.0047834,-0.0068351,0.0028425,1.9097,-9.8492,0.00915,-0.0013166,0.96064
0.20607,0.0049635,-1.1639,0.15388,-0.028746,9.618e-05,0.0049682,1.7816,-9.8114,-0.011072,-0.019699,1.1131
-0.93663,-0.40834,0.29685,-1.28,-0.03702,-0.0039434,-0.010811,0.74691,-9.8749,-0.015766,-0.018603,1.4132
2.0722,-0.19677,0.17714,-1.011,0.0076543,-0.0043666,0.012509,2.0062,-9.3421,0.0098926,0.0011971,-0.16289
-0.69492,0.85151,-4.7285,-0.37078,0.045546,-0.001785,0.0015655,5.168,-10.296,0.051053,-0.0044317,4.8993
-0.42681,0.26964,-0.51297,-0.20958,-0.033286,0.0016694,-0.0056353,1.0591,-9.4068,-0.026291,-0.028111,4.6994
-0.74657,-0.59915,-1.0549,-0.77841,-0.014223,-0.0020927,0.0049215,1.8045,-9.3581,-0.0059784,-0.0077263,0.27728
0.88978,-0.026278,-1.4366,0.25814,-0.013802,-0.0024445,0.018301,0.86915,-9.8474,-0.001716,-0.0019387,1.904
